VERSION,CPUs,PARAMETER,INSTANCE_VALUE
21.08,230,_enqueue_hash_chain_latches,230
21.08,230,_enqueue_locks,324600
21.08,230,_enqueue_resources,122672
21.08,230,_flashback_generation_buffer_size,964689920
21.08,230,_gcs_min_cr_slaves,1
21.08,230,_imtxn_table_max_undo_segs,32759
21.08,230,_kghdsidx_count,3
21.08,230,_ksmsq_hintmaxproc,18440
21.08,230,_kspmxs_latch_freelists,14
21.08,230,_kspmxs_txn_freelists,16
21.08,230,_lms_rollbacks,1
21.08,230,_log_parallelism_max,14
21.08,230,_log_simultaneous_copies,460
21.08,230,_max_dynamic_processes,18440
21.08,230,_max_dynamic_sessions,27830
21.08,230,_max_log_write_parallelism,4
21.08,230,_max_outstanding_log_writes,2
21.08,230,_max_pending_scn_bcasts,9
21.08,230,_messages,36880
21.08,230,_num_longop_child_latches,230
21.08,230,_num_rlslaves,32
21.08,230,_parallel_min_message_pool,26227507200
21.08,230,_pmon_max_slaves,368
21.08,230,_pmon_min_slaves,5
21.08,230,_pmon_slaves_arr_size,9220
21.08,230,_process_percent_rampup_end,10000
21.08,230,_process_percent_rampup_start,1000
21.08,230,_px_proactive_slave_alloc_threshold,460
21.08,230,_result_cache_latch_count,16
21.08,230,_session_allocation_latches,230
21.08,230,_session_percent_rampup_end,10000
21.08,230,_session_percent_rampup_start,1000
21.08,230,_shared_server_num_queues,4
21.08,230,_small_table_threshold,24677
21.08,230,_spin_count,2000
21.08,230,_sqlmon_max_plan,4600
21.08,230,_super_shared_conversion_threshold,18440
21.08,230,_use_single_log_writer,ADAPTIVE
21.08,230,cpu_count,230
21.08,230,cpu_min_count,230
21.08,230,cpu_min_count,230
21.08,230,cpu_min_count,230
21.08,230,db_file_multiblock_read_count,44
21.08,230,db_writer_processes,28
21.08,230,dml_locks,122452
21.08,230,log_buffer,436789248
21.08,230,parallel_max_servers,4600
21.08,230,parallel_min_servers,460
21.08,230,parallel_servers_target,4600
21.08,230,parallel_servers_target,1840
21.08,230,parallel_servers_target,1840
21.08,230,pga_aggregate_limit,58007224320
21.08,230,processes,18440
21.08,230,result_cache_max_size,65011712
21.08,230,result_cache_max_temp_size,650117120
21.08,230,result_cache_max_temp_size,650117120
21.08,230,result_cache_max_temp_size,650117120
21.08,230,sessions,27830
21.08,230,sga_max_size,12884901888
21.08,230,sga_target,0
21.08,230,sga_target,12884901888
21.08,230,sga_target,0
21.08,230,shared_pool_reserved_size,83886080
21.08,230,transactions,30613
21.08,231,__db_cache_size,8220835840
21.08,231,__large_pool_size,167772160
21.08,231,__shared_pool_size,4026531840
21.08,231,_cursor_db_buffers_pinned,64
21.08,231,_db_block_buffers,1233855
21.08,231,_db_block_lru_latches,2079
21.08,231,_db_file_exec_read_count,44
21.08,231,_db_handles,185200
21.08,231,_enqueue_hash,55937
21.08,231,_enqueue_hash_chain_latches,231
21.08,231,_enqueue_locks,326010
21.08,231,_enqueue_resources,123204
21.08,231,_flashback_generation_buffer_size,968884224
21.08,231,_gcs_min_cr_slaves,1
21.08,231,_imtxn_table_max_undo_segs,32759
21.08,231,_kghdsidx_count,3
21.08,231,_ksmsq_hintmaxproc,18520
21.08,231,_kspmxs_latch_freelists,14
21.08,231,_kspmxs_txn_freelists,16
21.08,231,_lms_rollbacks,1
21.08,231,_log_parallelism_max,14
21.08,231,_log_simultaneous_copies,462
21.08,231,_max_dynamic_processes,18520
21.08,231,_max_dynamic_sessions,27951
21.08,231,_max_log_write_parallelism,4
21.08,231,_max_outstanding_log_writes,2
21.08,231,_max_pending_scn_bcasts,9
21.08,231,_messages,37040
21.08,231,_num_longop_child_latches,231
21.08,231,_num_rlslaves,32
21.08,231,_parallel_min_message_pool,26455080960
21.08,231,_pmon_max_slaves,370
21.08,231,_pmon_min_slaves,5
21.08,231,_pmon_slaves_arr_size,9260
21.08,231,_process_percent_rampup_end,10000
21.08,231,_process_percent_rampup_start,1000
21.08,231,_px_proactive_slave_alloc_threshold,462
21.08,231,_result_cache_latch_count,16
21.08,231,_session_allocation_latches,231
21.08,231,_session_percent_rampup_end,10000
21.08,231,_session_percent_rampup_start,1000
21.08,231,_shared_server_num_queues,4
21.08,231,_small_table_threshold,24677
21.08,231,_spin_count,2000
21.08,231,_sqlmon_max_plan,4620
21.08,231,_super_shared_conversion_threshold,18520
21.08,231,_use_single_log_writer,ADAPTIVE
21.08,231,cpu_count,231
21.08,231,cpu_min_count,231
21.08,231,cpu_min_count,231
21.08,231,cpu_min_count,231
21.08,231,db_file_multiblock_read_count,44
21.08,231,db_writer_processes,28
21.08,231,dml_locks,122984
21.08,231,log_buffer,436789248
21.08,231,parallel_max_servers,4620
21.08,231,parallel_min_servers,462
21.08,231,parallel_servers_target,1848
21.08,231,parallel_servers_target,1848
21.08,231,parallel_servers_target,4620
21.08,231,pga_aggregate_limit,58258882560
21.08,231,processes,18520
21.08,231,result_cache_max_size,65011712
21.08,231,result_cache_max_temp_size,650117120
21.08,231,result_cache_max_temp_size,650117120
21.08,231,result_cache_max_temp_size,650117120
21.08,231,sessions,27951
21.08,231,sga_max_size,12884901888
21.08,231,sga_target,0
21.08,231,sga_target,0
21.08,231,sga_target,12884901888
21.08,231,shared_pool_reserved_size,83886080
21.08,231,transactions,30746
21.08,232,__db_cache_size,8187281408
21.08,232,__large_pool_size,167772160
21.08,232,__shared_pool_size,4060086272
21.08,232,_cursor_db_buffers_pinned,64
21.08,232,_db_block_buffers,1233855
21.08,232,_db_block_lru_latches,2088
21.08,232,_db_file_exec_read_count,43
21.08,232,_db_handles,186000
21.08,232,_enqueue_hash,56179
21.08,232,_enqueue_hash_chain_latches,232
21.08,232,_enqueue_locks,327420
21.08,232,_enqueue_resources,123736
21.08,232,_flashback_generation_buffer_size,973078528
21.08,232,_gcs_min_cr_slaves,1
21.08,232,_imtxn_table_max_undo_segs,32759
21.08,232,_kghdsidx_count,3
21.08,232,_ksmsq_hintmaxproc,18600
21.08,232,_kspmxs_latch_freelists,14
21.08,232,_kspmxs_txn_freelists,16
21.08,232,_lms_rollbacks,1
21.08,232,_log_parallelism_max,14
21.08,232,_log_simultaneous_copies,464
21.08,232,_max_dynamic_processes,18600
21.08,232,_max_dynamic_sessions,28072
21.08,232,_max_log_write_parallelism,4
21.08,232,_max_outstanding_log_writes,2
21.08,232,_max_pending_scn_bcasts,9
21.08,232,_messages,37200
21.08,232,_num_longop_child_latches,232
21.08,232,_num_rlslaves,32
21.08,232,_parallel_min_message_pool,26683637760
21.08,232,_pmon_max_slaves,372
21.08,232,_pmon_min_slaves,5
21.08,232,_pmon_slaves_arr_size,9300
21.08,232,_process_percent_rampup_end,10000
21.08,232,_process_percent_rampup_start,1000
21.08,232,_px_proactive_slave_alloc_threshold,464
21.08,232,_result_cache_latch_count,16
21.08,232,_session_allocation_latches,232
21.08,232,_session_percent_rampup_end,10000
21.08,232,_session_percent_rampup_start,1000
21.08,232,_shared_server_num_queues,4
21.08,232,_small_table_threshold,24677
21.08,232,_spin_count,2000
21.08,232,_sqlmon_max_plan,4640
21.08,232,_super_shared_conversion_threshold,18600
21.08,232,_use_single_log_writer,ADAPTIVE
21.08,232,cpu_count,232
21.08,232,cpu_min_count,232
21.08,232,cpu_min_count,232
21.08,232,cpu_min_count,232
21.08,232,db_file_multiblock_read_count,43
21.08,232,db_writer_processes,29
21.08,232,dml_locks,123516
21.08,232,log_buffer,436789248
21.08,232,parallel_max_servers,4640
21.08,232,parallel_min_servers,464
21.08,232,parallel_servers_target,1856
21.08,232,parallel_servers_target,4640
21.08,232,parallel_servers_target,1856
21.08,232,pga_aggregate_limit,58510540800
21.08,232,processes,18600
21.08,232,result_cache_max_size,65011712
21.08,232,result_cache_max_temp_size,650117120
21.08,232,result_cache_max_temp_size,650117120
21.08,232,result_cache_max_temp_size,650117120
21.08,232,sessions,28072
21.08,232,sga_max_size,12884901888
21.08,232,sga_target,0
21.08,232,sga_target,0
21.08,232,sga_target,12884901888
21.08,232,shared_pool_reserved_size,83886080
21.08,232,transactions,30879
21.08,233,__db_cache_size,8187281408
21.08,233,__large_pool_size,167772160
21.08,233,__shared_pool_size,4060086272
21.08,233,_cursor_db_buffers_pinned,64
21.08,233,_db_block_buffers,1233855
21.08,233,_db_block_lru_latches,2097
21.08,233,_db_file_exec_read_count,43
21.08,233,_db_handles,186800
21.08,233,_enqueue_hash,56421
21.08,233,_enqueue_hash_chain_latches,233
21.08,233,_enqueue_locks,328830
21.08,233,_enqueue_resources,124268
21.08,233,_flashback_generation_buffer_size,977272832
21.08,233,_gcs_min_cr_slaves,1
21.08,233,_imtxn_table_max_undo_segs,32759
21.08,233,_kghdsidx_count,3
21.08,233,_ksmsq_hintmaxproc,18680
21.08,233,_kspmxs_latch_freelists,14
21.08,233,_kspmxs_txn_freelists,16
21.08,233,_lms_rollbacks,1
21.08,233,_log_parallelism_max,14
21.08,233,_log_simultaneous_copies,466
21.08,233,_max_dynamic_processes,18680
21.08,233,_max_dynamic_sessions,28193
21.08,233,_max_log_write_parallelism,4
21.08,233,_max_outstanding_log_writes,2
21.08,233,_max_pending_scn_bcasts,9
21.08,233,_messages,37360
21.08,233,_num_longop_child_latches,233
21.08,233,_num_rlslaves,32
21.08,233,_parallel_min_message_pool,26913177600
21.08,233,_pmon_max_slaves,372
21.08,233,_pmon_min_slaves,5
21.08,233,_pmon_slaves_arr_size,9340
21.08,233,_process_percent_rampup_end,10000
21.08,233,_process_percent_rampup_start,1000
21.08,233,_px_proactive_slave_alloc_threshold,466
21.08,233,_result_cache_latch_count,16
21.08,233,_session_allocation_latches,233
21.08,233,_session_percent_rampup_end,10000
21.08,233,_session_percent_rampup_start,1000
21.08,233,_shared_server_num_queues,4
21.08,233,_small_table_threshold,24677
21.08,233,_spin_count,2000
21.08,233,_sqlmon_max_plan,4660
21.08,233,_super_shared_conversion_threshold,18680
21.08,233,_use_single_log_writer,ADAPTIVE
21.08,233,cpu_count,233
21.08,233,cpu_min_count,233
21.08,233,cpu_min_count,233
21.08,233,cpu_min_count,233
21.08,233,db_file_multiblock_read_count,43
21.08,233,db_writer_processes,29
21.08,233,dml_locks,124048
21.08,233,log_buffer,436789248
21.08,233,parallel_max_servers,4660
21.08,233,parallel_min_servers,466
21.08,233,parallel_servers_target,1864
21.08,233,parallel_servers_target,1864
21.08,233,parallel_servers_target,4660
21.08,233,pga_aggregate_limit,58762199040
21.08,233,processes,18680
21.08,233,result_cache_max_size,65011712
21.08,233,result_cache_max_temp_size,650117120
21.08,233,result_cache_max_temp_size,650117120
21.08,233,result_cache_max_temp_size,650117120
21.08,233,sessions,28193
21.08,233,sga_max_size,12884901888
21.08,233,sga_target,12884901888
21.08,233,sga_target,0
21.08,233,sga_target,0
21.08,233,shared_pool_reserved_size,83886080
21.08,233,transactions,31012
21.08,234,__db_cache_size,8187281408
21.08,234,__large_pool_size,167772160
21.08,234,__shared_pool_size,4026531840
21.08,234,_cursor_db_buffers_pinned,63
21.08,234,_db_block_buffers,1233855
21.08,234,_db_block_lru_latches,2106
21.08,234,_db_file_exec_read_count,43
21.08,234,_db_handles,187600
21.08,234,_enqueue_hash,56663
21.08,234,_enqueue_hash_chain_latches,234
21.08,234,_enqueue_locks,330240
21.08,234,_enqueue_resources,124800
21.08,234,_flashback_generation_buffer_size,981467136
21.08,234,_gcs_min_cr_slaves,1
21.08,234,_imtxn_table_max_undo_segs,32759
21.08,234,_kghdsidx_count,3
21.08,234,_ksmsq_hintmaxproc,18760
21.08,234,_kspmxs_latch_freelists,14
21.08,234,_kspmxs_txn_freelists,16
21.08,234,_lms_rollbacks,1
21.08,234,_log_parallelism_max,14
21.08,234,_log_simultaneous_copies,468
21.08,234,_max_dynamic_processes,18760
21.08,234,_max_dynamic_sessions,28314
21.08,234,_max_log_write_parallelism,4
21.08,234,_max_outstanding_log_writes,2
21.08,234,_max_pending_scn_bcasts,9
21.08,234,_messages,37520
21.08,234,_num_longop_child_latches,234
21.08,234,_num_rlslaves,32
21.08,234,_parallel_min_message_pool,27143700480
21.08,234,_pmon_max_slaves,374
21.08,234,_pmon_min_slaves,5
21.08,234,_pmon_slaves_arr_size,9380
21.08,234,_process_percent_rampup_end,10000
21.08,234,_process_percent_rampup_start,1000
21.08,234,_px_proactive_slave_alloc_threshold,468
21.08,234,_result_cache_latch_count,16
21.08,234,_session_allocation_latches,234
21.08,234,_session_percent_rampup_end,10000
21.08,234,_session_percent_rampup_start,1000
21.08,234,_shared_server_num_queues,4
21.08,234,_small_table_threshold,24677
21.08,234,_spin_count,2000
21.08,234,_sqlmon_max_plan,4680
21.08,234,_super_shared_conversion_threshold,18760
21.08,234,_use_single_log_writer,ADAPTIVE
21.08,234,cpu_count,234
21.08,234,cpu_min_count,234
21.08,234,cpu_min_count,234
21.08,234,cpu_min_count,234
21.08,234,db_file_multiblock_read_count,43
21.08,234,db_writer_processes,29
21.08,234,dml_locks,124580
21.08,234,log_buffer,436789248
21.08,234,parallel_max_servers,4680
21.08,234,parallel_min_servers,468
21.08,234,parallel_servers_target,1872
21.08,234,parallel_servers_target,1872
21.08,234,parallel_servers_target,4680
21.08,234,pga_aggregate_limit,59013857280
21.08,234,processes,18760
21.08,234,result_cache_max_size,65011712
21.08,234,result_cache_max_temp_size,650117120
21.08,234,result_cache_max_temp_size,650117120
21.08,234,result_cache_max_temp_size,650117120
21.08,234,sessions,28314
21.08,234,sga_max_size,12884901888
21.08,234,sga_target,12884901888
21.08,234,sga_target,0
21.08,234,sga_target,0
21.08,234,shared_pool_reserved_size,83886080
21.08,234,transactions,31145
21.08,235,__db_cache_size,8153726976
21.08,235,__large_pool_size,167772160
21.08,235,__shared_pool_size,4093640704
21.08,235,_cursor_db_buffers_pinned,63
21.08,235,_db_block_buffers,1233855
21.08,235,_db_block_lru_latches,2115
21.08,235,_db_file_exec_read_count,43
21.08,235,_db_handles,188400
21.08,235,_enqueue_hash,56905
21.08,235,_enqueue_hash_chain_latches,235
21.08,235,_enqueue_locks,331650
21.08,235,_enqueue_resources,125332
21.08,235,_flashback_generation_buffer_size,985661440
21.08,235,_gcs_min_cr_slaves,1
21.08,235,_imtxn_table_max_undo_segs,32759
21.08,235,_kghdsidx_count,3
21.08,235,_ksmsq_hintmaxproc,18840
21.08,235,_kspmxs_latch_freelists,14
21.08,235,_kspmxs_txn_freelists,16
21.08,235,_lms_rollbacks,1
21.08,235,_log_parallelism_max,14
21.08,235,_log_simultaneous_copies,470
21.08,235,_max_dynamic_processes,18840
21.08,235,_max_dynamic_sessions,28435
21.08,235,_max_log_write_parallelism,4
21.08,235,_max_outstanding_log_writes,2
21.08,235,_max_pending_scn_bcasts,9
21.08,235,_messages,37680
21.08,235,_num_longop_child_latches,235
21.08,235,_num_rlslaves,32
21.08,235,_parallel_min_message_pool,27375206400
21.08,235,_pmon_max_slaves,376
21.08,235,_pmon_min_slaves,5
21.08,235,_pmon_slaves_arr_size,9420
21.08,235,_process_percent_rampup_end,10000
21.08,235,_process_percent_rampup_start,1000
21.08,235,_px_proactive_slave_alloc_threshold,470
21.08,235,_result_cache_latch_count,16
21.08,235,_session_allocation_latches,235
21.08,235,_session_percent_rampup_end,10000
21.08,235,_session_percent_rampup_start,1000
21.08,235,_shared_server_num_queues,4
21.08,235,_small_table_threshold,24677
21.08,235,_spin_count,2000
21.08,235,_sqlmon_max_plan,4700
21.08,235,_super_shared_conversion_threshold,18840
21.08,235,_use_single_log_writer,ADAPTIVE
21.08,235,cpu_count,235
21.08,235,cpu_min_count,235
21.08,235,cpu_min_count,235
21.08,235,cpu_min_count,235
21.08,235,db_file_multiblock_read_count,43
21.08,235,db_writer_processes,29
21.08,235,dml_locks,125112
21.08,235,log_buffer,436789248
21.08,235,parallel_max_servers,4700
21.08,235,parallel_min_servers,470
21.08,235,parallel_servers_target,1880
21.08,235,parallel_servers_target,4700
21.08,235,parallel_servers_target,1880
21.08,235,pga_aggregate_limit,59265515520
21.08,235,processes,18840
21.08,235,result_cache_max_size,65011712
21.08,235,result_cache_max_temp_size,650117120
21.08,235,result_cache_max_temp_size,650117120
21.08,235,result_cache_max_temp_size,650117120
21.08,235,sessions,28435
21.08,235,sga_max_size,12884901888
21.08,235,sga_target,0
21.08,235,sga_target,12884901888
21.08,235,sga_target,0
21.08,235,shared_pool_reserved_size,83886080
21.08,235,transactions,31278
21.08,236,__db_cache_size,8187281408
21.08,236,__large_pool_size,167772160
21.08,236,__shared_pool_size,4060086272
21.08,236,_cursor_db_buffers_pinned,63
21.08,236,_db_block_buffers,1233855
21.08,236,_db_block_lru_latches,2124
21.08,236,_db_file_exec_read_count,43
21.08,236,_db_handles,189200
21.08,236,_enqueue_hash,57147
21.08,236,_enqueue_hash_chain_latches,236
21.08,236,_enqueue_locks,333060
21.08,236,_enqueue_resources,125864
21.08,236,_flashback_generation_buffer_size,989855744
21.08,236,_gcs_min_cr_slaves,1
21.08,236,_imtxn_table_max_undo_segs,32759
21.08,236,_kghdsidx_count,3
21.08,236,_ksmsq_hintmaxproc,18920
21.08,236,_kspmxs_latch_freelists,14
21.08,236,_kspmxs_txn_freelists,16
21.08,236,_lms_rollbacks,1
21.08,236,_log_parallelism_max,14
21.08,236,_log_simultaneous_copies,472
21.08,236,_max_dynamic_processes,18920
21.08,236,_max_dynamic_sessions,28556
21.08,236,_max_log_write_parallelism,4
21.08,236,_max_outstanding_log_writes,2
21.08,236,_max_pending_scn_bcasts,9
21.08,236,_messages,37840
21.08,236,_num_longop_child_latches,236
21.08,236,_num_rlslaves,32
21.08,236,_parallel_min_message_pool,27607695360
21.08,236,_pmon_max_slaves,378
21.08,236,_pmon_min_slaves,5
21.08,236,_pmon_slaves_arr_size,9460
21.08,236,_process_percent_rampup_end,10000
21.08,236,_process_percent_rampup_start,1000
21.08,236,_px_proactive_slave_alloc_threshold,472
21.08,236,_result_cache_latch_count,16
21.08,236,_session_allocation_latches,236
21.08,236,_session_percent_rampup_end,10000
21.08,236,_session_percent_rampup_start,1000
21.08,236,_shared_server_num_queues,4
21.08,236,_small_table_threshold,24677
21.08,236,_spin_count,2000
21.08,236,_sqlmon_max_plan,4720
21.08,236,_super_shared_conversion_threshold,18920
21.08,236,_use_single_log_writer,ADAPTIVE
21.08,236,cpu_count,236
21.08,236,cpu_min_count,236
21.08,236,cpu_min_count,236
21.08,236,cpu_min_count,236
21.08,236,db_file_multiblock_read_count,43
21.08,236,db_writer_processes,29
21.08,236,dml_locks,125644
21.08,236,log_buffer,436789248
21.08,236,parallel_max_servers,4720
21.08,236,parallel_min_servers,472
21.08,236,parallel_servers_target,4720
21.08,236,parallel_servers_target,1888
21.08,236,parallel_servers_target,1888
21.08,236,pga_aggregate_limit,59517173760
21.08,236,processes,18920
21.08,236,result_cache_max_size,65011712
21.08,236,result_cache_max_temp_size,650117120
21.08,236,result_cache_max_temp_size,650117120
21.08,236,result_cache_max_temp_size,650117120
21.08,236,sessions,28556
21.08,236,sga_max_size,12884901888
21.08,236,sga_target,0
21.08,236,sga_target,12884901888
21.08,236,sga_target,0
21.08,236,shared_pool_reserved_size,83886080
21.08,236,transactions,31411
21.08,237,__db_cache_size,8120172544
21.08,237,__large_pool_size,167772160
21.08,237,__shared_pool_size,4127195136
21.08,237,_cursor_db_buffers_pinned,62
21.08,237,_db_block_buffers,1233855
21.08,237,_db_block_lru_latches,2133
21.08,237,_db_file_exec_read_count,43
21.08,237,_db_handles,190000
21.08,237,_enqueue_hash,57389
21.08,237,_enqueue_hash_chain_latches,237
21.08,237,_enqueue_locks,334470
21.08,237,_enqueue_resources,126396
21.08,237,_flashback_generation_buffer_size,994050048
21.08,237,_gcs_min_cr_slaves,1
21.08,237,_imtxn_table_max_undo_segs,32759
21.08,237,_kghdsidx_count,3
21.08,237,_ksmsq_hintmaxproc,19000
21.08,237,_kspmxs_latch_freelists,14
21.08,237,_kspmxs_txn_freelists,16
21.08,237,_lms_rollbacks,1
21.08,237,_log_parallelism_max,14
21.08,237,_log_simultaneous_copies,474
21.08,237,_max_dynamic_processes,19000
21.08,237,_max_dynamic_sessions,28677
21.08,237,_max_log_write_parallelism,4
21.08,237,_max_outstanding_log_writes,2
21.08,237,_max_pending_scn_bcasts,9
21.08,237,_messages,38000
21.08,237,_num_longop_child_latches,237
21.08,237,_num_rlslaves,32
21.08,237,_parallel_min_message_pool,27841167360
21.08,237,_pmon_max_slaves,380
21.08,237,_pmon_min_slaves,5
21.08,237,_pmon_slaves_arr_size,9500
21.08,237,_process_percent_rampup_end,10000
21.08,237,_process_percent_rampup_start,1000
21.08,237,_px_proactive_slave_alloc_threshold,474
21.08,237,_result_cache_latch_count,16
21.08,237,_session_allocation_latches,237
21.08,237,_session_percent_rampup_end,10000
21.08,237,_session_percent_rampup_start,1000
21.08,237,_shared_server_num_queues,4
21.08,237,_small_table_threshold,24677
21.08,237,_spin_count,2000
21.08,237,_sqlmon_max_plan,4740
21.08,237,_super_shared_conversion_threshold,19000
21.08,237,_use_single_log_writer,ADAPTIVE
21.08,237,cpu_count,237
21.08,237,cpu_min_count,237
21.08,237,cpu_min_count,237
21.08,237,cpu_min_count,237
21.08,237,db_file_multiblock_read_count,43
21.08,237,db_writer_processes,29
21.08,237,dml_locks,126176
21.08,237,log_buffer,436789248
21.08,237,parallel_max_servers,4740
21.08,237,parallel_min_servers,474
21.08,237,parallel_servers_target,1896
21.08,237,parallel_servers_target,4740
21.08,237,parallel_servers_target,1896
21.08,237,pga_aggregate_limit,59768832000
21.08,237,processes,19000
21.08,237,result_cache_max_size,65011712
21.08,237,result_cache_max_temp_size,650117120
21.08,237,result_cache_max_temp_size,650117120
21.08,237,result_cache_max_temp_size,650117120
21.08,237,sessions,28677
21.08,237,sga_max_size,12884901888
21.08,237,sga_target,12884901888
21.08,237,sga_target,0
21.08,237,sga_target,0
21.08,237,shared_pool_reserved_size,83886080
21.08,237,transactions,31544
21.08,238,__db_cache_size,8120172544
21.08,238,__large_pool_size,167772160
21.08,238,__shared_pool_size,4127195136
21.08,238,_cursor_db_buffers_pinned,62
21.08,238,_db_block_buffers,1233855
21.08,238,_db_block_lru_latches,2142
21.08,238,_db_file_exec_read_count,42
21.08,238,_db_handles,190800
21.08,238,_enqueue_hash,57631
21.08,238,_enqueue_hash_chain_latches,238
21.08,238,_enqueue_locks,335880
21.08,238,_enqueue_resources,126928
21.08,238,_flashback_generation_buffer_size,998244352
21.08,238,_gcs_min_cr_slaves,1
21.08,238,_imtxn_table_max_undo_segs,32759
21.08,238,_kghdsidx_count,3
21.08,238,_ksmsq_hintmaxproc,19080
21.08,238,_kspmxs_latch_freelists,14
21.08,238,_kspmxs_txn_freelists,16
21.08,238,_lms_rollbacks,1
21.08,238,_log_parallelism_max,14
21.08,238,_log_simultaneous_copies,476
21.08,238,_max_dynamic_processes,19080
21.08,238,_max_dynamic_sessions,28798
21.08,238,_max_log_write_parallelism,4
21.08,238,_max_outstanding_log_writes,2
21.08,238,_max_pending_scn_bcasts,9
21.08,238,_messages,38160
21.08,238,_num_longop_child_latches,238
21.08,238,_num_rlslaves,32
21.08,238,_parallel_min_message_pool,28075622400
21.08,238,_pmon_max_slaves,380
21.08,238,_pmon_min_slaves,5
21.08,238,_pmon_slaves_arr_size,9540
21.08,238,_process_percent_rampup_end,10000
21.08,238,_process_percent_rampup_start,1000
21.08,238,_px_proactive_slave_alloc_threshold,476
21.08,238,_result_cache_latch_count,16
21.08,238,_session_allocation_latches,238
21.08,238,_session_percent_rampup_end,10000
21.08,238,_session_percent_rampup_start,1000
21.08,238,_shared_server_num_queues,4
21.08,238,_small_table_threshold,24677
21.08,238,_spin_count,2000
21.08,238,_sqlmon_max_plan,4760
21.08,238,_super_shared_conversion_threshold,19080
21.08,238,_use_single_log_writer,ADAPTIVE
21.08,238,cpu_count,238
21.08,238,cpu_min_count,238
21.08,238,cpu_min_count,238
21.08,238,cpu_min_count,238
21.08,238,db_file_multiblock_read_count,42
21.08,238,db_writer_processes,29
21.08,238,dml_locks,126708
21.08,238,log_buffer,436789248
21.08,238,parallel_max_servers,4760
21.08,238,parallel_min_servers,476
21.08,238,parallel_servers_target,1904
21.08,238,parallel_servers_target,4760
21.08,238,parallel_servers_target,1904
21.08,238,pga_aggregate_limit,60020490240
21.08,238,processes,19080
21.08,238,result_cache_max_size,65011712
21.08,238,result_cache_max_temp_size,650117120
21.08,238,result_cache_max_temp_size,650117120
21.08,238,result_cache_max_temp_size,650117120
21.08,238,sessions,28798
21.08,238,sga_max_size,12884901888
21.08,238,sga_target,0
21.08,238,sga_target,0
21.08,238,sga_target,12884901888
21.08,238,shared_pool_reserved_size,83886080
21.08,238,transactions,31677
21.08,239,__db_cache_size,8053063680
21.08,239,__large_pool_size,167772160
21.08,239,__shared_pool_size,4160749568
21.08,239,_cursor_db_buffers_pinned,62
21.08,239,_db_block_buffers,1229938
21.08,239,_db_block_lru_latches,2151
21.08,239,_db_file_exec_read_count,42
21.08,239,_db_handles,191600
21.08,239,_enqueue_hash,57873
21.08,239,_enqueue_hash_chain_latches,239
21.08,239,_enqueue_locks,337290
21.08,239,_enqueue_resources,127460
21.08,239,_flashback_generation_buffer_size,1002438656
21.08,239,_gcs_min_cr_slaves,1
21.08,239,_imtxn_table_max_undo_segs,32759
21.08,239,_kghdsidx_count,3
21.08,239,_ksmsq_hintmaxproc,19160
21.08,239,_kspmxs_latch_freelists,14
21.08,239,_kspmxs_txn_freelists,16
21.08,239,_lms_rollbacks,1
21.08,239,_log_parallelism_max,14
21.08,239,_log_simultaneous_copies,478
21.08,239,_max_dynamic_processes,19160
21.08,239,_max_dynamic_sessions,28919
21.08,239,_max_log_write_parallelism,4
21.08,239,_max_outstanding_log_writes,2
21.08,239,_max_pending_scn_bcasts,9
21.08,239,_messages,38320
21.08,239,_num_longop_child_latches,239
21.08,239,_num_rlslaves,32
21.08,239,_parallel_min_message_pool,28311060480
21.08,239,_pmon_max_slaves,382
21.08,239,_pmon_min_slaves,5
21.08,239,_pmon_slaves_arr_size,9580
21.08,239,_process_percent_rampup_end,10000
21.08,239,_process_percent_rampup_start,1000
21.08,239,_px_proactive_slave_alloc_threshold,478
21.08,239,_result_cache_latch_count,16
21.08,239,_session_allocation_latches,239
21.08,239,_session_percent_rampup_end,10000
21.08,239,_session_percent_rampup_start,1000
21.08,239,_shared_server_num_queues,4
21.08,239,_small_table_threshold,24598
21.08,239,_spin_count,2000
21.08,239,_sqlmon_max_plan,4780
21.08,239,_super_shared_conversion_threshold,19160
21.08,239,_use_single_log_writer,ADAPTIVE
21.08,239,cpu_count,239
21.08,239,cpu_min_count,239
21.08,239,cpu_min_count,239
21.08,239,cpu_min_count,239
21.08,239,db_file_multiblock_read_count,42
21.08,239,db_writer_processes,29
21.08,239,dml_locks,127240
21.08,239,log_buffer,469360640
21.08,239,parallel_max_servers,4780
21.08,239,parallel_min_servers,478
21.08,239,parallel_servers_target,1912
21.08,239,parallel_servers_target,4780
21.08,239,parallel_servers_target,1912
21.08,239,pga_aggregate_limit,60272148480
21.08,239,processes,19160
21.08,239,result_cache_max_size,65011712
21.08,239,result_cache_max_temp_size,650117120
21.08,239,result_cache_max_temp_size,650117120
21.08,239,result_cache_max_temp_size,650117120
21.08,239,sessions,28919
21.08,239,sga_max_size,12884901888
21.08,239,sga_target,0
21.08,239,sga_target,0
21.08,239,sga_target,12884901888
21.08,239,shared_pool_reserved_size,83886080
21.08,239,transactions,31810
21.08,240,__db_cache_size,8019509248
21.08,240,__large_pool_size,167772160
21.08,240,__shared_pool_size,4160749568
21.08,240,_cursor_db_buffers_pinned,61
21.08,240,_db_block_buffers,1226021
21.08,240,_db_block_lru_latches,2160
21.08,240,_db_file_exec_read_count,42
21.08,240,_db_handles,192400
21.08,240,_enqueue_hash,58115
